name,domain,description,source,mode,filename_train,filename_test,filename_cols,filename_submit
Lending Club default prediction,Benchmarks/Large,"These files contain complete loan data for all loans issued through the 2007-2015, including the current loan status (Current, Late, Fully Paid, etc.) and latest payment information. The file containing loan data through the ""present"" contains complete loan data for all loans issued through the previous completed calendar quarter. Additional features include credit scores, number of finance inquiries, address including zip codes, and state, and collections among others. The file is a matrix of about 890 thousand observations and 75 variables",Lending Club,standard,../datasets/lending/default.csv,,../datasets/lending/desc.csv,
